participant_id,age,gender,occupation,daily_usage_hours,night_usage_hours,app_switch_frequency,notification_check_frequency,short_video_consumption_rate,average_session_duration,dopamine_trigger_score,emotional_dependency_score,social_validation_dependency,impulsive_usage_score,emotional_instability_score,cognitive_fatigue_score,loneliness_indicator_score,anxiety_level,attention_fragmentation_index,concentration_score,multitasking_dependency,content_switching_rate,attention_span_estimate,sleep_hours,sleep_disruption_score,fatigue_after_usage,morning_tiredness_score,preferred_content_type,negativity_exposure_score,overstimulation_index,rage_content_exposure,emotional_trigger_sensitivity,behavioral_text,sentiment_score,toxicity_score,emotional_tone,addiction_risk_level,behavioral_risk_score,algorithmic_influence_score,digital_behavioral_risk_index
P0518,29,Other,Freelancer,2.5,2.3,7,60,7.8,106.9,2.3,2.7,7.1,2.7,3.5,6.7,8.6,4.7,2.8,6.6,9.7,5.3,6.4,7.8,1.4,7.6,6.1,Lifestyle,1.2,3.2,5.8,3.7,I use social media casually.,0.27,0.55,Calm,Low,24.8,3.9,35.7
P0519,20,Female,Student,1,0.5,5,136,6.5,47.9,2.6,4,2.1,8.4,3.4,1.3,9.5,4.7,2.3,8.5,7.5,4.3,7.4,8.5,1.9,9.2,6,Lifestyle,2.7,2.5,6.5,2.3,I rarely spend too much time online.,0,0.2,Neutral,Low,26.6,3.1,29
P0520,24,Male,Freelancer,4.7,0.2,20,137,4.6,30.4,6.9,6.9,9.7,9.2,1.7,2.5,4.3,9,5.2,4.4,6.3,7.7,5,6.7,5,3.1,6.9,Educational,6.7,6.3,3.7,1.5,I occasionally lose track of time online.,0.89,0.18,Neutral,Moderate,60.6,5.4,62.7
P0521,20,Female,Creator,4,2.3,52,134,6,96.5,4.6,6.2,2.6,9.6,9.4,9.7,9.8,8.7,6.3,3.4,1.7,2.6,3.5,7,5.2,4.4,1.5,Memes,9.4,6.4,8.3,4.3,I occasionally lose track of time online.,0.93,0.97,Neutral,Moderate,57.4,5.2,70.6
P0522,18,Female,Employee,10.2,1.3,28,13,4,96,8.5,8.6,4.3,1.7,9.2,1.5,7.7,8.8,8.9,0.5,7,5.4,1.2,3.9,9.4,9.2,6.3,Reels,7.4,9.7,9.2,2.6,I feel anxious without checking my notifications.,-0.95,0.93,Anxious,High,90.2,7.9,83.1
P0523,20,Female,Freelancer,5.5,4.9,58,25,9.9,79.3,5.7,7.5,2.8,3.5,2.3,8.5,4.3,2.5,6.2,4.3,8.8,8.2,3.3,6.2,4.8,2.7,3.6,Gaming,2.6,6.4,1.3,1.7,I sometimes get distracted while studying.,-0.52,0.81,Excited,Moderate,61.2,6.8,62.4
P0524,33,Other,Student,6.2,2.7,39,140,9.7,11.3,4,5.3,1.1,4.4,2.7,5.7,6.2,4.3,5.7,3.9,4.8,8.3,3.7,5.9,4.8,10,4.7,Shorts,6.4,5.3,5.4,2.1,I spend a moderate amount of time on social media.,0.21,0.29,Neutral,Moderate,50.2,6.4,52.7
P0525,18,Male,Employee,10.2,2.4,38,61,9.4,52,8.9,10.7,1.5,8.2,1.9,4.3,9.9,5,9,0.3,7.3,8,0.6,3.9,7.6,8.9,7,Educational,7.7,9.5,2.4,3,I constantly switch between apps during study time.,-0.09,0.89,Restless,High,91.4,9.4,82.5
P0526,19,Other,Student,1.3,0.6,19,100,5.8,101.4,1.7,2.7,9.7,2.9,4.9,4.8,1.1,2.9,2.4,7.4,7.1,5.6,7.3,8.3,2.1,4.4,6.7,Memes,1.2,2.7,5.5,2,I can control my screen usage effectively.,0.02,0.92,Neutral,Low,23.2,2.8,28.9
P0527,30,Male,Employee,8.9,4.2,49,102,1.5,50.8,8.2,9.8,3.6,9.4,5.8,8.3,6.6,1.1,7.2,3.5,2,5.8,2.2,4.5,8.4,7,5.3,Reels,1.9,7.8,8.7,6,I cannot stop scrolling reels late at night.,0.76,0.61,Anxious,High,82.8,6.5,76.2
P0528,26,Male,Creator,1,0.4,39,35,6.6,97.7,1.3,2.2,1.2,6.6,2.3,8.5,2.6,1.5,1.6,7.5,9,2.1,7.4,8.5,2.7,6.6,6,Reels,8.5,1.9,2.7,5.9,I rarely spend too much time online.,-0.79,0.07,Neutral,Low,19.4,2.6,29.6
P0529,29,Male,Employee,7.9,3,27,116,4.8,54.7,6.2,7.3,2.2,1.5,9.1,5.4,3.4,2.4,6.4,4.4,7.6,3.4,3.5,5,4.9,1.9,3.1,Lifestyle,3.9,6.3,1.1,8.6,I use social media for entertainment daily.,-0.84,0.46,Neutral,Moderate,62.2,6.3,58.3
P0530,27,Male,Employee,2.8,0.8,28,97,5.1,96.8,1.3,2,1.7,1.4,7.3,3,6.9,5.8,1.4,9.3,2.4,6.5,9.4,7.6,2.5,3.6,5,Shorts,3.6,2.2,4.4,7.2,I use social media casually.,0.2,0.84,Calm,Low,18.8,2.6,27.3
P0531,19,Female,Creator,10.4,4.2,38,143,2.6,77.9,9.6,10.2,1.3,7.4,5.7,5.2,7.6,9.6,9.5,0,1.9,3.8,0,3.8,9,1.8,9.4,Gaming,8.1,10.3,1.5,9.6,I feel mentally tired after social media usage.,-0.99,0.47,Restless,High,97.2,8,95.1
P0532,20,Female,Employee,4,0.4,13,140,5.6,88.9,4.7,6.3,9.5,4.4,6.8,6.3,7.5,3.9,6.8,3.5,8.2,8,2.6,7,5.1,7,3.9,Reels,4.5,5.9,3.2,1.8,I occasionally lose track of time online.,0.41,0.31,Excited,Moderate,57.6,5.3,58.5
P0533,28,Other,Student,3.4,2.4,51,123,4.3,88.8,1.7,1.8,7.5,8,2.9,1.2,4.2,2.8,2.8,6.7,5,9.5,6.3,7.3,2.8,4.7,1.6,Educational,5.3,2.7,6.2,1.7,I use social media casually.,0.56,0.86,Calm,Low,23.6,3,23.7
P0534,16,Other,Employee,10,0.7,5,110,1.9,75.1,9.9,10.7,3.3,9.4,6.8,7.4,5.4,1.4,9.7,0.2,7.8,8.4,0,4,8.2,3.5,3.3,Educational,4.4,10,9.9,1.5,I feel mentally tired after social media usage.,-0.18,0.04,Anxious,High,97,7.9,85.9
P0535,21,Female,Creator,3.5,2.1,49,24,1.8,31.3,1.9,3.4,9.5,7.8,6.3,4,6.8,9.5,1,10,9.2,5.4,9.9,7.2,1.1,4.6,5.1,News,1.8,1.8,9,4.9,I use social media casually.,0.48,0.01,Calm,Low,18.4,2,34.1
P0536,32,Male,Freelancer,10.9,4.7,9,146,9.3,60.6,9.1,10.4,7.3,5.1,9.5,1.6,3.1,2.2,8.9,0.2,10,3.2,1.9,3.5,8.6,5.1,8.3,Shorts,6.6,9,8.8,6.1,I feel mentally tired after social media usage.,0.48,0.92,Restless,High,92,9.6,74.7
P0537,19,Other,Student,6.6,6.3,29,112,1.1,46,5.9,6.9,9.9,9.3,8.8,8.2,10,5,4.9,5,9.4,3.9,5,5.7,7,9.3,9.3,Lifestyle,5.6,5.8,4.4,8.2,I sometimes get distracted while studying.,-0.98,0.38,Neutral,Moderate,61,4.6,65.6
P0538,33,Female,Freelancer,6.1,5.7,6,36,2.9,89.1,6.4,8,7.3,2.4,6.8,3.7,2,9.1,5.9,5,2,3.1,4.1,6,4.8,10,9,Reels,8.1,6.6,9.8,3.6,I occasionally lose track of time online.,0.93,0.45,Neutral,Moderate,63.4,5.3,66.8
P0539,30,Other,Freelancer,7.6,5.3,39,66,2.6,104.2,6,6.3,7.9,5.4,3.4,2.9,4.8,9.4,5.9,3.9,2.7,5.6,3.5,5.2,6.9,5.7,4.1,Lifestyle,5.7,6.1,7.2,5.8,I sometimes get distracted while studying.,0.55,0.9,Neutral,Moderate,62.4,5.5,65.2
P0540,24,Other,College Student,4.3,0.6,28,31,2.7,114.2,6.2,6.9,6.9,6.3,5.3,3.6,2.1,2.4,6.2,3.6,9.9,1.3,3.6,6.8,4.1,4.5,9.3,Reels,1.2,6.3,5.4,9.2,I occasionally lose track of time online.,-0.39,0.93,Neutral,Moderate,59.4,4.8,53.5
P0541,33,Other,College Student,4.1,3.3,7,87,4.6,110.2,5.4,6.1,3.3,5.5,3.6,1.6,2,3.5,5.3,4.2,5.7,7.6,4,7,4.6,7.9,4,Educational,3.4,6.3,8.7,9.6,I spend a moderate amount of time on social media.,0.47,0.16,Excited,Moderate,55.4,4.8,49.2
P0542,30,Male,College Student,10.7,6.8,46,126,4.5,113.8,8.7,9.9,5.3,5.1,7,6.5,2.8,6.4,7.6,1.7,7.1,8.8,1.8,3.7,9.9,2.3,1.8,Memes,7.4,8.8,6.7,2.4,I cannot stop scrolling reels late at night.,0.92,0.61,Stressed,High,89.8,7.9,86.7
P0543,21,Male,Employee,11.1,7.3,20,26,3.1,110,9.8,10,7.5,4.8,3.9,5.6,2.9,4.2,9.7,0.2,6.1,7,-0.4,3.5,7.9,1.4,1.8,Reels,6.2,10.2,6.8,1.1,I spend hours watching shorts without realizing time.,-0.18,0.91,Restless,High,95.2,8.4,86.1
P0544,17,Other,Creator,8.4,6.2,20,24,9.9,97.1,9.3,10,2,7.6,2,9.4,2,6.8,9,0.6,1.4,3.2,1.4,4.8,9,1.5,1.7,Gaming,4.5,9.5,9.8,3.7,I spend hours watching shorts without realizing time.,0.68,0.25,Stressed,High,93.6,9.2,94.5
P0545,23,Female,Employee,2,0.4,23,122,5.3,33.4,3,3.5,8.4,6,1.1,7,9.4,5.2,2.2,7.6,2.1,5.3,7.9,8,2.1,4,9.2,Shorts,5.2,2.8,4.7,5.5,I can control my screen usage effectively.,-0.05,0.53,Calm,Low,27.2,3.1,38.7
P0546,17,Female,Creator,2.6,0.8,25,109,3.5,34.2,2.1,3.3,3.2,5.9,9.1,2,4,2.7,3,7.5,6.8,3.4,7.4,7.7,2.7,1.5,6.7,Shorts,6.1,2.7,8.5,5.9,I rarely spend too much time online.,0.84,0.44,Calm,Low,27.6,2.8,27.8
P0547,28,Female,College Student,1,0.8,49,102,3.9,33.7,2.8,4,3.1,6.8,5.1,3.5,4.2,5,3,6.5,1.3,3.2,7.7,8.5,1.9,3.7,6.9,Memes,6.9,3.8,2,3.3,I mainly use YouTube for learning.,0.22,0.85,Calm,Low,31,2.7,36
P0548,16,Female,College Student,9.2,3.8,14,124,7.1,40.3,8.3,9.5,7.9,1.8,5.1,4.7,8.5,3.1,7.8,1.4,2.8,1.5,2.2,4.4,9.9,5.6,10,Lifestyle,3.5,8.3,8.6,7.4,I cannot stop scrolling reels late at night.,-0.23,0.1,Restless,High,87.6,8.1,77.4
P0549,30,Other,Student,10,4.8,48,149,4.9,78.4,9.5,10.9,9,8.2,1.4,4.1,2,2.7,9.3,0.9,3.2,9.7,0.8,4,8.8,9.1,2,Shorts,6,10.2,5.1,4.5,I cannot stop scrolling reels late at night.,0.07,0.66,Anxious,High,97.4,8.4,83.3
P0550,28,Other,College Student,7.5,6.8,9,83,9.5,8,6.6,7,3.8,1.5,9.2,9.2,4.3,6.7,6.1,3.7,9.6,5.8,3.9,5.2,6,1.3,2.1,Memes,2,7.3,6.5,3.9,I occasionally lose track of time online.,0.09,0.35,Excited,Moderate,66,7.4,73.4
P0551,33,Male,Creator,6.7,3.9,24,96,3.7,70.5,5.7,6,8.7,2.6,6.8,2.7,2.3,4.5,4.3,5,3.3,4.8,4.9,5.7,6.8,8.8,9.1,Reels,4.1,5.3,7.4,5.5,I occasionally lose track of time online.,0.34,0.14,Neutral,Moderate,56.2,5.1,52.9
P0552,34,Female,College Student,11.8,10.1,13,134,1.8,89.1,8.3,9.9,3.3,1.9,7.1,3.9,4.4,1.5,8.7,2.1,7.5,6.7,2,3.1,8.5,5.8,6.7,Shorts,2.3,8.9,9.1,4.9,I feel anxious without checking my notifications.,-0.5,0.37,Stressed,High,88.6,7.7,74.5
P0553,28,Other,Student,1.1,0.5,41,14,8.4,79.8,2.3,2.7,4.7,2,4,2.9,8.8,6.7,1.5,9.1,2,2.6,8.6,8.4,2.5,3.3,7.4,Shorts,9.3,2.1,6,7,I rarely spend too much time online.,-0.87,0.14,Neutral,Low,22.2,3.3,31
P0554,21,Other,College Student,4.8,3.7,44,33,5.3,71.9,4.7,5.6,9,7.4,5.8,9,8.8,5.6,6.1,4.7,1.7,7.6,4.1,6.6,4.9,1.8,6.6,Shorts,7.3,5.4,5.8,9.9,I occasionally lose track of time online.,-0.37,0.8,Excited,Moderate,53.4,5.2,62
P0555,18,Female,College Student,9.9,9.1,34,126,7,80,9,10.8,5.7,8.8,1.7,4.2,1,9.6,7.6,1.9,5,4.2,1.9,4,9.7,1.9,7.7,Shorts,5.6,8.3,4.9,7.5,I feel mentally tired after social media usage.,-0.04,0.2,Anxious,High,90.8,8.4,88.8
P0556,31,Female,Freelancer,7.2,5.9,58,103,7.2,38.3,6.9,8.8,2.3,7.9,8.1,2.2,9.5,5,4.9,4.9,3.2,4.4,4.2,5.4,4.2,7.9,7.8,Educational,2.6,6.4,7.1,7.4,I use social media for entertainment daily.,-0.52,0.95,Excited,Moderate,62.4,6.6,57.6
P0557,33,Female,Student,9.6,0.3,42,64,7.2,106.4,8.6,9.9,2.6,3.7,7.4,4.8,2.5,3.5,7.9,2.8,9.5,2.1,2,4.2,7.5,2.4,8.4,Gaming,9.4,8.5,4.9,9.4,I spend hours watching shorts without realizing time.,-0.33,0.86,Stressed,High,84.8,8.3,76
P0558,27,Male,Freelancer,2.5,0.1,11,37,1.8,86.5,2.5,2.7,5.1,3.9,7.6,4.1,3.1,1.8,1.7,7.5,9.7,4.8,8.4,7.8,2.4,1.5,5.1,Educational,2.5,2.9,7.2,9,I mainly use YouTube for learning.,0.12,0.97,Calm,Low,24.4,2.1,27.2
P0559,22,Male,Student,4.7,0.7,38,110,9.9,29.6,5.7,6.4,4.3,5.8,3.4,1.3,4.7,9.2,4.8,5.1,7,7.9,5.7,6.7,4,5.3,9.9,Shorts,7.1,6.1,7.2,7.5,I sometimes get distracted while studying.,0.01,0.2,Neutral,Moderate,54,6.3,56.2
P0560,29,Other,College Student,7.1,0,36,14,8,67,6.1,7.2,9.6,2,5.7,6.3,7.2,1.7,4.5,4.8,2.4,2.2,5.4,5.5,5,1.4,6,Reels,7.9,5.8,1.7,7.8,I occasionally lose track of time online.,0.91,0.55,Excited,Moderate,57.2,6.4,54.9
P0561,34,Other,Student,10.1,7,54,109,1.6,57.7,9.1,10.9,5,5,6.9,6.3,4.1,8.2,7.7,1.7,7.3,3.8,2.4,4,9.1,4.8,5.8,Reels,7,9.4,6.2,1.2,I constantly switch between apps during study time.,0.68,0.91,Restless,High,92.4,7.1,91
P0562,22,Female,Freelancer,1.2,1,27,85,5.1,72.3,1.9,3.8,7.8,7,6.1,1.4,1.4,6.1,2.2,6.9,5.8,6.1,7.1,8.4,1.2,6.7,3.4,Reels,8.9,2.9,10,2.2,I rarely spend too much time online.,0.1,0.84,Calm,Low,24,2.6,29.2
P0563,18,Male,Freelancer,9.5,4.1,34,41,8.5,24.2,8.6,10.3,6.6,4.9,3.7,3.9,8,3.5,7.6,2.6,6.7,3.8,1.5,4.2,8.5,1.7,5.9,Shorts,2.8,8.7,9.3,8.2,I cannot stop scrolling reels late at night.,0.2,0.02,Restless,High,87.4,8.6,76.7
P0564,31,Female,Employee,7.9,6.9,46,68,4.5,92.4,7,8.7,2.6,1.7,7.8,9.4,7.3,5.3,5.5,3.5,2,8,4,5,6.7,5.5,3.8,Memes,6.9,7.1,4.7,1.6,I spend a moderate amount of time on social media.,-0.39,0.19,Neutral,Moderate,70,6.2,74.5
P0565,17,Female,College Student,6,5.4,47,21,3.2,61.4,6.8,8.6,8.9,6.1,5.3,8.5,3.6,5.4,6.8,2.3,6.3,8.5,2.5,6,6.3,3.8,6.6,News,5.3,7.5,4.9,2.7,I occasionally lose track of time online.,0.32,0.48,Excited,Moderate,72,5.7,74.8
P0566,19,Other,College Student,5.1,3.8,17,74,7,24.7,4.2,5.4,8.5,7.7,1.8,3.6,1.2,7.3,5.6,4,2.9,2.3,3.4,6.5,6.3,2.8,9.3,Lifestyle,8.8,5.5,8.9,8.6,I use social media for entertainment daily.,0.11,0.07,Excited,Moderate,54,5.5,56.8
P0567,18,Other,Freelancer,11.2,7.3,28,48,8.5,6.6,9.6,10.7,8.4,2.1,5.3,2.7,9.1,9.3,8.9,1.4,8.3,5.5,1.8,3.4,8.2,9.2,5.2,News,6.8,9.3,7.7,9.2,I constantly switch between apps during study time.,-0.31,0.27,Stressed,High,93.4,9.5,88.1
P0568,22,Other,Student,5.2,1.6,22,115,3.9,56.7,6,6.2,5.1,6.8,1.6,3.1,2.3,4.1,5.3,5.5,3.9,8.3,5.5,6.4,6.9,9.5,3.9,Memes,9.3,6.3,3.6,7.5,I occasionally lose track of time online.,-0.77,0.08,Excited,Moderate,61.4,5.1,56.9
P0569,24,Other,Student,3.6,3.3,51,19,4.4,10.8,3,4.3,6,7.9,3.7,3.7,8.1,2.1,2.1,7.2,4.4,5.5,7.6,7.2,2,1.4,5.9,Memes,6.6,2.6,1.2,6.5,I rarely spend too much time online.,0.63,0.51,Calm,Low,28,3.3,29.7
P0570,29,Female,Freelancer,3.1,2.9,50,100,5.2,12.8,1.6,2.5,8.6,2.5,7.9,7.9,6.2,2.5,2.3,8.3,9.4,9.7,8.5,7.5,1.3,2.8,2.7,Educational,6.3,2.3,1.4,4.6,I can control my screen usage effectively.,0.63,0.65,Calm,Low,20,3,30.6
P0571,35,Male,Student,10.1,3.4,57,45,2.5,59.3,9.8,10,8.4,7.2,8.2,2.6,7.8,2.9,7.7,2.8,6.7,3,2.5,4,8.1,1.4,9.1,Reels,8.8,9.1,6.7,3.4,I cannot stop scrolling reels late at night.,-0.01,0.38,Stressed,High,89.4,7.5,75.3
P0572,35,Other,Employee,1.7,0.9,57,42,9.4,108.4,2.6,2.8,5.5,3.3,4.2,10,5.3,2.8,2.9,7.9,9.9,6.2,7,8.2,1.5,1.7,5.1,Gaming,4.8,2.8,5.9,7.7,I rarely spend too much time online.,0.71,0.15,Neutral,Low,25.2,4.1,38.1
P0573,17,Female,Creator,8.4,5.8,14,46,9,117.7,9.7,10.7,6.5,3.2,2.2,9,7,9.8,9.5,0.6,7.4,9.4,1,4.8,7.2,8.3,8.7,Reels,3.6,9.7,4.9,6.8,I spend hours watching shorts without realizing time.,-0.74,0.68,Stressed,High,93.6,9.1,98.4
P0574,24,Other,Student,11.4,10.2,38,14,3.3,11.5,9.5,10.8,8.6,9.5,7.2,4.6,8.8,6.3,7.8,2.6,9.8,5.7,2.1,3.3,7.6,5.4,6.3,Educational,8.8,8.7,4,3.1,I feel anxious without checking my notifications.,0.26,0.44,Restless,High,88.8,8,83
P0575,17,Other,College Student,7.3,1,21,140,2.2,110.6,5.3,6.3,7.1,8.2,5.2,3.1,1.5,4.8,5.3,5.5,8.8,9.8,4.8,5.3,6.6,3.5,7.7,Shorts,7.3,5.6,1.8,1.3,I spend a moderate amount of time on social media.,0.87,0.9,Neutral,Moderate,58.2,5,55.5
P0576,29,Other,Creator,5.3,5,22,94,9.3,66.9,6.5,8.3,5.2,6.2,9,3.2,2.7,2.5,4.3,5.9,5.3,2.6,5.8,6.3,5.3,5.2,6.2,Memes,9.6,5.9,4.2,9.7,I spend a moderate amount of time on social media.,0.44,0.73,Neutral,Moderate,60.6,6.4,54
P0577,27,Female,Employee,5.6,4.6,6,40,3.5,47.5,4.6,6.6,1.6,1.9,7.3,5.7,6,2.9,4.5,5.6,6.9,6.7,4.9,6.2,4.7,2.2,9.7,Gaming,4.5,4.8,9.6,5.1,I occasionally lose track of time online.,0.07,0.33,Neutral,Moderate,50.4,4.5,50.7
P0578,32,Male,Employee,3.8,1.7,42,29,5.6,21.3,1.7,1.8,4.4,2,4.1,5,6.9,2.3,2.1,8.8,7,4,7.8,7.1,2.6,5.2,4.1,News,5.5,2.2,8.8,5.5,I mainly use YouTube for learning.,0.21,0.54,Neutral,Low,20.8,3.3,26.6
P0579,35,Male,Employee,2.1,2,48,46,2.2,12.7,1.5,2.7,7.7,3.8,1,3.2,2.5,3.1,1.8,8.6,4.5,1.5,7.3,8,2.6,5,6.7,Educational,8.1,2.4,7.2,2.2,I use social media casually.,-0.86,0.78,Calm,Low,22,1.9,26
P0580,16,Other,Creator,5.8,0.5,54,126,6.1,34.9,4,5.7,6.2,10,7.5,7.4,3.1,3,4.6,6,3.5,8.7,6.2,6.1,5,4.2,9,Shorts,5.1,5,2.5,4.8,I sometimes get distracted while studying.,-0.88,0.42,Neutral,Moderate,48.6,5.1,52.1
P0581,27,Other,Freelancer,7.6,4.5,15,92,3.7,83.3,6.4,7.9,1.3,2.5,7.2,8.2,2.5,3.1,6.8,3.4,4.9,6.4,4,5.2,6.5,1.8,3.4,Memes,3,7,1.4,6.1,I occasionally lose track of time online.,-0.38,0.7,Excited,Moderate,69.2,6.1,68.8
P0582,33,Female,Creator,1,0.3,16,34,10,24,2.1,3.4,2.5,9.7,6.2,6.7,1.2,2.8,1.9,7.7,7.8,1.4,7.7,8.5,1.6,8.2,5,Educational,6.4,2.4,6.7,4,I use social media casually.,0.08,0.91,Neutral,Low,22.8,3.8,31.4
P0583,19,Female,College Student,5.9,4.9,22,11,7.6,9.6,4.9,6.7,7.2,5.9,5.8,1.3,3.8,1.8,5.2,3.9,3.5,7.8,5.8,6,4.9,2,7.8,Educational,2.7,5.8,5.7,8.7,I sometimes get distracted while studying.,0.16,0.2,Neutral,Moderate,55,5.9,45.9
P0584,18,Male,Freelancer,9.4,1.1,21,85,6.2,51.3,9.6,10.2,5.6,3.1,6.7,3.6,9.9,7.2,7.1,3.8,8.5,5,2.9,4.3,7.7,5.8,5,Educational,1.4,8.6,7,2,I cannot stop scrolling reels late at night.,-0.99,0.45,Restless,High,86.4,8.1,81
P0585,33,Other,College Student,10.2,9.6,35,129,6.3,67.2,9.5,10.1,6,5.8,8.5,9,3.8,5.9,8.8,0.3,5.7,7.9,1.4,3.9,9.8,8.8,5.5,News,1.9,9.6,5.4,2.7,I feel anxious without checking my notifications.,0.57,0.48,Restless,High,95.6,8.7,94.1
P0586,26,Female,Employee,2.1,1.5,16,34,6,86,1.3,3.2,3,9.2,4.4,3,2.4,7.2,2.4,8,4.5,4,7,8,1.2,2.1,1.2,Memes,9,2,1.9,8.5,I mainly use YouTube for learning.,-0.88,0.59,Calm,Low,20.2,3,30.5
P0587,29,Female,Creator,7.3,5.9,18,73,9.6,25.3,4.5,5.3,7.1,2.3,4.8,4.6,8.3,5.7,6.4,4,2.7,8.9,3.8,5.3,6.5,6.1,3.8,Gaming,5,5.9,4.5,7.9,I use social media for entertainment daily.,-0.7,0.55,Neutral,Moderate,57.2,6.9,58.4
P0588,21,Male,Creator,11,1.2,42,24,2.5,21.4,8.5,10.5,3.2,7.8,5.3,7.2,4.5,6.9,7.4,2.5,8.8,5.5,2.6,3.5,7.2,8.7,7.8,Shorts,7.5,8.9,2.6,4.8,I feel mentally tired after social media usage.,-0.14,0.96,Anxious,High,85,7.3,84.9
P0589,23,Other,Student,4.2,1.1,49,87,9.2,97.1,5.9,7.3,6.3,8.4,6.7,1.5,5,3.1,6.6,3.4,1.6,9.5,3.2,6.9,4.6,9.6,5,Reels,4.6,6.9,3.8,4.9,I use social media for entertainment daily.,-0.47,0.39,Excited,Moderate,62.6,6.5,53.9
P0590,27,Male,College Student,5.3,0.2,46,87,3.5,44,6.7,7.8,2.6,9.1,8.1,4.4,1.1,4.7,6.7,2.3,8.7,8.6,3,6.3,4.1,2.4,5.5,Reels,3.8,7.1,8.7,6,I spend a moderate amount of time on social media.,0.88,0.42,Excited,Moderate,64.8,5.5,62.2
P0591,16,Female,Freelancer,7.7,2,56,99,3.5,22.7,5.6,6.8,4.1,9.4,8.3,7,6.7,9.6,6.6,2.6,1.3,5.2,3.2,5.2,5.7,4.8,2,Memes,9.7,6.4,6.7,4.8,I occasionally lose track of time online.,-0.97,0.58,Neutral,Moderate,62.2,5.8,71.6
P0592,16,Male,Freelancer,11.3,6.1,44,28,3.9,9.9,8.4,9.5,8.3,8.6,6.2,2.6,6.5,6.1,8.5,1.4,9.3,2.7,0.5,3.3,7.1,5,9.1,Shorts,8.4,9,9.5,7.3,I cannot stop scrolling reels late at night.,-0.38,0.4,Restless,High,85,8,76.8
P0593,22,Female,Freelancer,2.9,0,48,46,7.5,98.7,2.8,4.1,4.5,8.9,5.5,3.5,2.9,4.3,2.6,7.5,8.7,1.8,6.4,7.5,2.8,6.5,6,Reels,1.9,3.4,4.2,5.4,I can control my screen usage effectively.,0.68,0.36,Neutral,Low,31.4,3.9,35.2
P0594,28,Female,College Student,8.4,2.2,16,110,1.8,96,8.4,8.4,1.4,1.5,9.6,7,4.6,2,9.2,1.2,6.8,1.7,0.7,4.8,9.8,6,3.7,Educational,9.6,9.5,3.5,8.3,I constantly switch between apps during study time.,0.81,0.26,Restless,High,90.6,7,81.5
P0595,21,Male,College Student,2.9,1.3,7,27,3,116.3,1.4,1.8,1.2,1.9,8.5,4.4,7.4,3.5,1.1,9.6,9.4,3.6,8.6,7.5,2,7,7.9,Memes,3.9,1.9,8.1,1.7,I use social media casually.,0.74,0.26,Calm,Low,16.4,2.1,24.2
P0596,19,Other,Student,7.1,3.4,26,80,4.2,50.6,4.7,5.4,6.1,7.1,2.7,3.3,7.9,2.4,6.4,2.8,8.4,4.9,4.5,5.5,6.9,7.2,5.7,News,6.8,6,4.6,8.4,I occasionally lose track of time online.,-0.86,0.27,Excited,Moderate,58.8,5.6,52.6
P0597,18,Other,College Student,3.2,2,5,56,6.8,53.1,2.3,2.7,8.4,7.5,6.2,3.8,1.7,7.1,1.6,7.5,1.4,4.5,7.4,7.4,2.3,9,5.5,News,3.3,2.5,3.7,4.5,I rarely spend too much time online.,-0.44,0.88,Calm,Low,22.8,3.5,33.4
P0598,27,Male,Student,7.3,2.9,33,93,1.1,108.4,6.5,8.4,9.1,5.4,6.8,8.4,6.2,9.7,4.1,6.6,2.8,7.6,5,5.3,6,6,9.8,Educational,6,6.2,8.1,5.8,I sometimes get distracted while studying.,-0.77,0.85,Excited,Moderate,62.4,4.8,73.9
P0599,25,Female,Employee,2.2,1,51,52,8.6,60.1,3,3.1,6.4,1.4,5.6,2.2,2.6,2.9,2.4,6.8,8.8,7.1,7,7.9,1.3,6.8,3.6,News,7.1,3.6,8.5,4.6,I can control my screen usage effectively.,0.62,0.43,Neutral,Low,26.8,4,27.8
P0600,20,Male,Freelancer,4.7,0.4,40,57,4.3,49.3,5.3,6.3,5.8,7.8,2.7,1.1,6.7,3,4.2,5.6,5.1,4.8,5.9,6.7,5.2,3.3,5.8,News,7.2,5.6,7,6.3,I occasionally lose track of time online.,-0.73,0.71,Neutral,Moderate,53.2,4.6,46.1
P0601,35,Other,College Student,2.5,1.4,37,14,5.3,87.4,1.9,3.9,9.8,6.2,4.5,3.5,1.9,6.3,1.1,8.6,4.8,6.1,9.4,7.8,2.2,8.8,6.4,Reels,8.9,2.3,4.5,7.6,I use social media casually.,0.46,0.8,Calm,Low,22.8,2.7,31.8
P0602,18,Other,Employee,11.2,8.7,41,40,3,85.2,9.2,9.5,3.5,9.1,5.2,8.3,7.6,10,9.5,0.5,9.7,6.3,1.5,3.4,8,6.7,9,Reels,7.9,9.8,6.8,3.8,I feel mentally tired after social media usage.,0.88,0.97,Stressed,High,92,8.2,96.4
P0603,24,Female,Freelancer,6.9,1.8,16,127,7.7,53.1,4.8,5.7,5.4,6.6,8.1,6.3,2.7,4.3,6.8,3.3,4.5,7.4,3.6,5.5,6.8,1.5,7.9,Lifestyle,7.3,6.8,6.4,9.3,I sometimes get distracted while studying.,-0.12,0.06,Neutral,Moderate,61.8,6.6,62.2
